season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_oe,team1_de,team1_pt_school_s16,team1_pt_school_ff,team2_seed,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_oe,team2_de,team2_pt_school_s16,team2_pt_school_ff,result
2002,1281,82,1417,73,12,Missouri,49.6829,39.0887,68.9704,9.7222,47.4747,36.414,66.8831,7.8224,37.0173,25.4588,52.2793,54.8999,0.1029,0.101,112.716,101.992,0,0,8,UCLA,50.6716,38.986,69.1834,8.1152,49.3892,33.2947,71.5548,6.1194,29.9163,42.9283,52.9933,55.6858,0.0784,0.0805,106.244,102.9371,4,0,1
2002,1328,88,1112,67,2,Oklahoma,48.2265,35.0148,76.676,9.6264,44.8994,29.9296,68.5611,8.1518,29.5484,28.9796,51.1375,55.4717,0.1293,0.0824,111.0435,91.4413,1,0,3,Arizona,50,37.6093,73.0769,7.2512,47.8576,34.7826,70.1258,8.4934,33.6275,31.9731,56.4706,54.8255,0.0835,0.0839,111.0077,104.0411,8,4,1
2002,1242,73,1228,69,1,Kansas,52.5627,41.0959,71.9128,12.2449,41.8677,36.4754,68.1621,9.1058,21.791,31.1622,61.3288,52.5424,0.1159,0.1094,114.5438,94.4261,7,2,4,Illinois,52.7419,36.7052,74.0139,11.1111,45.7053,34.0087,66.3158,8.1452,35.8178,35.2551,64.978,55.092,0.1049,0.0793,109.6636,96.4559,1,0,1
2002,1268,78,1246,68,1,Maryland,51.9185,37.4138,72.5616,13.6106,43.6673,31.6597,68.118,7.6739,25.8007,31.1198,65.928,53.1522,0.1118,0.0941,113.1674,94.3706,5,1,4,Kentucky,50.9105,31.5089,67.6948,12.3344,45.1159,33.6538,67.9117,7.8385,34.8633,34.0611,51.1682,52.8477,0.1055,0.0987,105.2773,94.9881,3,1,1
2002,1332,72,1400,70,2,Oregon,52.352,42.2096,77.0784,7.0243,46.4879,34.3013,67.9767,6.6009,34.8814,26.0274,57.085,45.2563,0.099,0.0927,116.3415,96.8665,0,0,6,Texas,48.2603,36.7647,68.6732,9.5342,47.3071,36.5559,65.3955,8.3119,25.9542,32.5147,54.373,52.13,0.0869,0.091,109.8999,102.7344,0,0,1
2002,1231,81,1245,69,5,Indiana,48.3696,40,69.4561,12.5086,42.8866,35.5839,66.4013,10.0155,33.0213,27.359,58.4949,48.2295,0.1045,0.1075,105.3974,94.4987,0,0,10,Kent St.,50.7947,36.5812,73.1034,5.4849,46.1844,32.4717,68.9051,5.5978,28.7894,32.9782,48.4721,50.6394,0.0974,0.0717,115.7547,96.7084,0,0,1
2002,1268,90,1163,82,1,Maryland,51.9185,37.4138,72.5616,13.6106,43.6673,31.6597,68.118,7.6739,25.8007,31.1198,65.928,53.1522,0.1118,0.0941,113.1674,94.3706,5,1,2,Connecticut,50.4627,39.3862,69.6315,15.6499,40.5836,32.3442,71.151,8.575,19.4334,30.8891,50.823,55.7831,0.1035,0.091,106.1949,93.6429,7,1,1
2002,1231,73,1328,64,5,Indiana,48.3696,40,69.4561,12.5086,42.8866,35.5839,66.4013,10.0155,33.0213,27.359,58.4949,48.2295,0.1045,0.1075,105.3974,94.4987,0,0,2,Oklahoma,48.2265,35.0148,76.676,9.6264,44.8994,29.9296,68.5611,8.1518,29.5484,28.9796,51.1375,55.4717,0.1293,0.0824,111.0435,91.4413,1,0,1
2003,1112,80,1436,51,1,Arizona,50.8186,35.3488,70.9138,9.5506,44.6629,32.1101,64.2857,5.7299,30.5542,31.4726,58.4789,58.6288,0.1113,0.0817,110.9747,91.655,9,4,16,Vermont,48.0231,33.7634,65.9722,8.7512,47.0993,32.8173,67.5906,9.3081,27.6951,38.8455,57.1622,59.0449,0.1052,0.1087,103.2591,95.86,0,0,1
2003,1113,84,1272,71,10,Arizona St.,52.2054,31.9797,67.1216,10.6109,49.3569,34.1365,68.7692,9.0383,22.1722,28.5878,56.6038,56.1224,0.0757,0.0835,108.2894,98.4126,0,0,7,Memphis,48.1234,34.4262,65.4015,12.7517,44.3792,32.4176,64.8475,8.0067,33.7203,31.4154,62.6429,57.2238,0.1018,0.1027,105.2705,92.9011,0,0,1
2003,1228,65,1443,60,4,Illinois,54.1054,36.6352,72.471,8.9286,41.5179,30.9179,70.8397,7.2602,35.4713,35.6692,66.9383,53.7291,0.1046,0.0838,110.9676,90.3016,2,0,13,Western Kentucky,51.3926,36.5385,66.1169,8.8803,48.5714,29.8387,69.637,7.4573,37.7865,27.694,54.9451,49.8069,0.1021,0.089,106.211,95.8704,0,0,1
2003,1323,70,1454,69,5,Notre Dame,48.0303,38.5034,76.0582,11.5809,42.7696,36.6609,68.7279,11.4394,35.7664,26.254,60.8506,56.8606,0.1005,0.094,110.2751,98.0471,0,0,12,Milwaukee,53.6673,35.5982,68.9189,9.5279,47.5536,35.3728,70.3343,9.9284,37.7159,30.9834,62.7824,53.8566,0.1242,0.108,108.0923,97.8826,0,0,1
2003,1390,77,1360,69,4,Stanford,48.5513,35.6481,67.7515,8.9518,45.4476,30.5691,71.131,5.6382,33.6623,31.9979,56.6392,48.2097,0.0779,0.0947,105.0137,97.5709,3,1,13,San Diego,50.9161,37.8585,66.3199,8.0134,46.995,35.5072,68.3426,10.0289,33.5256,31.5429,64.1873,52.0422,0.0728,0.1069,102.5277,98.2164,0,0,1
2003,1409,84,1173,71,13,Tulsa,51.0441,36.7797,73.021,11.9819,43.8583,30.832,68.0578,6.8832,31.333,31.5979,55.6442,49.6757,0.1063,0.0984,105.9083,93.8703,0,0,4,Dayton,50.8458,35.861,71.386,7.4897,44.9383,37.2671,71.7017,8.2587,38.6447,28.4452,61.2466,49.5868,0.0816,0.0898,112.31,102.0266,0,0,1
2003,1139,47,1280,46,12,Butler,53.4128,39.0988,71.7557,4.9028,48.6898,34.9036,66.2366,9.7508,42.7064,28.303,54.0682,42.8958,0.1037,0.0814,113.6498,100.0723,0,0,5,Mississippi St.,52.2709,34.1223,67.4033,10.6912,44.0553,32.7087,67.2269,7.4319,29.5111,35.1077,55.2109,45.3731,0.1297,0.1138,104.3843,90.0315,0,0,1
2003,1196,85,1358,55,2,Florida,53.1668,39.0476,70.31,10.1236,46.5997,32.8767,65.1601,9.8127,39.6013,31.0969,61.3817,59.7484,0.1114,0.0926,111.3767,95.266,2,1,15,Sam Houston St.,49.7984,35.7708,70.7504,13.7168,42.3894,32.2581,68.2805,7.2581,33.7784,30.5043,63.5556,66.6667,0.1087,0.1005,103.2051,93.5229,0,0,1
2003,1231,67,1104,62,7,Indiana,47.5089,34.9381,71.8421,12.1781,46.2074,29.3578,71.7325,10.7651,39.2761,27.4975,59.6447,50.3641,0.0652,0.0956,106.4645,101.4773,1,1,10,Alabama,47.1889,32.2183,71.2625,10.6768,46.2345,33.3935,71.5415,8.3871,34.3618,34.5602,50.6475,50.8955,0.0973,0.0801,103.8026,98.0141,0,0,1
2003,1246,95,1237,64,1,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,111.2842,92.3219,4,1,16,IUPUI,50.3401,34.7541,69.404,5.0341,54.3515,36.3339,67.438,10.6293,34.1545,34.2681,54.4776,62.5146,0.1178,0.0977,103.3479,101.7489,0,0,1
2003,1428,60,1332,58,9,Utah,48.8846,38,70.903,10.6822,45.5117,31.3725,69.6275,7.3715,36.7872,29.1799,56.2842,49.7696,0.0784,0.0954,106.8775,96.1821,4,1,8,Oregon,50,38.6454,77.3723,6.2457,44.9554,34.9177,70.4663,8.9425,36.9299,27.2954,61.1349,45.3901,0.1068,0.0858,108.9914,98.5472,1,0,1
2003,1242,108,1113,76,2,Kansas,53.479,33.3333,65.2174,11.4733,42.1773,36.5964,69.4794,9.0282,22.8825,30.2093,54.7187,48.0899,0.1325,0.0937,109.8827,89.5496,8,3,10,Arizona St.,52.2054,31.9797,67.1216,10.6109,49.3569,34.1365,68.7692,9.0383,22.1722,28.5878,56.6038,56.1224,0.0757,0.0835,108.2894,98.4126,0,0,1
2003,1266,101,1281,92,3,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,115.1444,99.1207,0,0,6,Missouri,49.0476,36.0515,66.1667,10.4121,44.0347,33.2779,67.5896,7.619,35.6815,30.2923,51.954,54.1409,0.0815,0.0996,104.9753,97.4233,1,0,1
2003,1323,68,1228,60,5,Notre Dame,48.0303,38.5034,76.0582,11.5809,42.7696,36.6609,68.7279,11.4394,35.7664,26.254,60.8506,56.8606,0.1005,0.094,110.2751,98.0471,0,0,4,Illinois,54.1054,36.6352,72.471,8.9286,41.5179,30.9179,70.8397,7.2602,35.4713,35.6692,66.9383,53.7291,0.1046,0.0838,110.9676,90.3016,2,0,1
2003,1120,68,1448,62,10,Auburn,51.8139,34.6084,66.9782,13.8539,46.7674,33.1378,68.4116,7.7287,30.2146,36.4122,51.7119,52.8736,0.1149,0.1154,102.5367,96.6885,1,0,2,Wake Forest,50.4105,34.1071,75.1538,12.1806,43.2709,33.4815,69.2699,8.5386,31.4961,36.5062,54.7826,50.6812,0.0924,0.108,112.0079,96.8368,0,0,1
2003,1268,77,1462,64,6,Maryland,49.1884,39.0057,71.3629,16.2562,40.7225,32.1981,70.0155,9.5272,26.9588,34.6567,62.5971,56.6761,0.1408,0.0949,108.3978,89.8816,6,2,3,Xavier,48.5671,36.0771,74.5149,7.0685,45.2381,32.0064,66.5169,7.2398,30.1002,31.8458,61.5294,49.4438,0.0767,0.0919,111.5928,94.3737,0,0,1
2003,1338,74,1231,52,2,Pittsburgh,57.3702,36.3636,64.0374,11.3849,42.9907,30.7155,68.9369,8.794,32.3896,32.7429,65.9574,54.6921,0.1207,0.0891,109.091,86.3751,1,0,7,Indiana,47.5089,34.9381,71.8421,12.1781,46.2074,29.3578,71.7325,10.7651,39.2761,27.4975,59.6447,50.3641,0.0652,0.0956,106.4645,101.4773,1,1,1
2003,1246,63,1458,57,1,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,111.2842,92.3219,4,1,5,Wisconsin,51.4655,35.7016,73.1826,7.3211,47.005,33.4038,71.9512,7.2414,32.6756,28.2388,53.0075,48.9627,0.1092,0.0741,111.7649,92.6488,0,0,1
2003,1266,77,1338,74,3,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,115.1444,99.1207,0,0,2,Pittsburgh,57.3702,36.3636,64.0374,11.3849,42.9907,30.7155,68.9369,8.794,32.3896,32.7429,65.9574,54.6921,0.1207,0.0891,109.091,86.3751,1,0,1
2003,1328,65,1139,54,1,Oklahoma,47.3312,39.185,69.2063,9.262,44.4277,32.0513,66.8293,7.0644,33.3682,26.0579,56.5064,47.8378,0.1073,0.0847,108.6353,92.3056,2,1,12,Butler,53.4128,39.0988,71.7557,4.9028,48.6898,34.9036,66.2366,9.7508,42.7064,28.303,54.0682,42.8958,0.1037,0.0814,113.6498,100.0723,0,0,1
2003,1393,79,1120,78,3,Syracuse,51.9303,34.4444,69.3548,16.8371,43.5583,30.4071,65.1852,6.9738,25.1631,34.8868,51.2745,63.3257,0.1161,0.0952,110.2806,96.5489,11,2,10,Auburn,51.8139,34.6084,66.9782,13.8539,46.7674,33.1378,68.4116,7.7287,30.2146,36.4122,51.7119,52.8736,0.1149,0.1154,102.5367,96.6885,1,0,1
2003,1266,83,1246,69,3,Marquette,51.2839,39.7638,77.0751,9.1051,45.9144,33.2344,69.1824,6.2362,27.1513,34.4053,59.1565,55.2826,0.0882,0.0949,115.1444,99.1207,0,0,1,Kentucky,53.9222,35.5556,70.3504,12.9412,45.2941,33.3333,68.6244,8.1081,27.8306,31.7612,55.9454,47.4002,0.1128,0.0903,111.2842,92.3219,4,1,1
2003,1393,63,1328,47,3,Syracuse,51.9303,34.4444,69.3548,16.8371,43.5583,30.4071,65.1852,6.9738,25.1631,34.8868,51.2745,63.3257,0.1161,0.0952,110.2806,96.5489,11,2,1,Oklahoma,47.3312,39.185,69.2063,9.262,44.4277,32.0513,66.8293,7.0644,33.3682,26.0579,56.5064,47.8378,0.1073,0.0847,108.6353,92.3056,2,1,1
2003,1400,85,1277,76,1,Texas,47.8405,35.6364,72.1271,8.705,44.2446,34.904,66.4781,6.9767,26.764,29.19,52.1834,45.0307,0.0878,0.0968,111.2154,96.9119,1,0,7,Michigan St.,48.0273,37.5262,73.5332,10.3066,43.8671,33.165,71.7033,9.0288,26.5738,33.5973,58.3744,54.4944,0.0949,0.098,102.8617,93.2518,4,3,1
2004,1197,72,1250,57,16,Florida A&M,46.7583,34.6991,70.8171,4.6746,52.429,33.189,66.8323,9.9214,43.413,38.8453,54.2169,53.7406,0.1163,0.1055,99.2822,101.1798,0,0,16,Lehigh,45.5502,33.9658,71.6522,8.5182,43.567,35.5895,66.7826,9.0909,33.5242,28.8959,55.2672,58.8685,0.1074,0.1173,99.5083,95.4093,0,0,1
2004,1163,70,1436,53,2,Connecticut,50.7287,40.2262,62.3188,17.5097,38.7437,32.2902,67.3108,7.1749,25.7595,28.0975,59.0121,50.5411,0.0855,0.0983,112.3242,91.5039,9,1,15,Vermont,46.9669,33.2231,67.8373,7.8683,48.2159,32.7616,62.1687,11.489,35.7354,34.7852,60.9551,57.3816,0.1075,0.0932,101.6133,95.1192,0,0,1
2004,1211,76,1434,49,2,Gonzaga,55.3024,39.7149,75,9.3927,40.081,35.1145,69.403,5.4988,27.8345,34.6561,61.9577,56.4138,0.0891,0.0872,119.0066,94.984,2,0,15,Valparaiso,49.4007,31.0547,71.0927,7.6613,46.2903,31.9231,65.3646,7.2774,30.4762,29.5455,61.8207,52.4324,0.0929,0.112,101.3026,100.0056,1,0,1
2004,1264,75,1196,60,12,Manhattan,47.1255,36.8098,76.0652,10.8567,45.3774,32.2296,69.6925,10.5263,28.3643,27.7574,44.357,50.514,0.1368,0.0899,108.7399,93.2878,0,0,5,Florida,54.8204,37.6702,75.2443,8.5515,46.5969,32.716,67.2205,9.2628,38.4526,36.1204,59.3486,59.6515,0.0932,0.1062,111.2139,100.1583,2,1,1
2004,1314,63,1102,52,6,North Carolina,50.2209,35.1986,68.7583,10.4621,49.6949,35.1767,69.6817,9.1311,28.9749,36.2069,61.3455,56.3204,0.1272,0.1095,108.9502,99.0648,0,0,11,Air Force,59.754,37.8671,71.2389,8.1206,50.6961,28.7926,71.875,8.7873,53.2072,27.2574,65.9829,46.2264,0.1438,0.0859,111.1513,93.4319,0,0,1
2004,1386,82,1251,63,1,St. Joseph's,52.8176,40.3871,70.1954,8.7094,45.3682,27.9923,69.4118,7.2588,42.5357,29.0848,60.2771,53.6212,0.1342,0.0969,114.627,90.5368,1,0,16,Liberty,49.1817,30.21,68.0743,8.1294,47.0403,32.1154,63.3871,9.3885,34.7753,29.099,56.4644,53.4731,0.1243,0.1188,99.0526,96.3282,0,0,1
2004,1390,71,1427,45,1,Stanford,52.0275,36.4224,75.2308,12.0586,41.2575,32.8767,69.5502,5.5853,26.1999,33.467,60.424,46.9449,0.0944,0.0902,110.4171,90.5053,3,1,16,Texas San Antonio,45.7565,35.4724,69.9422,7.1115,46.971,34.0461,71.7504,7.5646,34.1033,34.8025,51.0791,51.752,0.0959,0.1083,99.6418,100.7546,0,0,1
2004,1400,66,1343,49,3,Texas,47.1448,37.2131,68.0441,10.1379,44.12,30.7692,71.9834,7.7994,29.8143,34.0642,49.4469,50.1351,0.097,0.085,111.1639,96.6107,2,1,14,Princeton,55.9539,33.5404,71.0407,9.8039,45.2134,32.4582,71.1968,6.5301,38.212,32.5816,58.7646,54.1667,0.1117,0.1036,105.823,96.4206,0,0,1
